1 1 0 19f3 06 612a811a136bc91a 0000 0f 0000000000000000
0 1 1 6863 07 048547336f201718 120d 09 2d04102105222201
0 1 1 9fc0 07 738a1414840b2711 4081 09 02150300341810e6
0 1 1 5508 07 5459120918542025 b127 09 25161111015c0b11
0 1 1 18d8 07 3353954822515173 6bc4 08 1845111577203911
0 1 1 0cd3 06 7f0efb438525f192 b140 0a 3119200205000000
0 1 1 973e 06 6e248b33f8a46c9a 4660 08 0712367801601612
0 1 1 39c8 06 8b22b0c1c2d0744a 0443 08 537101434c430c21
0 1 1 6d74 06 f2103cd1ff11472c 8eb8 08 b011165031415041
0 1 1 01a2 07 001605523241a620 a442 09 2252213022540c13
0 1 1 0da4 07 70029301144262a7 0687 09 1671113280295214
0 1 1 aec8 07 2038145051362134 955d 08 5314543412012c37
0 1 1 b101 07 337f530157492064 0ae0 0a 1220123021911200
0 1 1 9352 06 537b58cc8c712650 c50f 08 4d01744325209f13
0 1 1 b44b 07 155152375207663a 8808 08 7230e70500172304
0 1 1 8285 07 4123041093231a24 9228 0a b201011010201010
0 1 1 75fb 07 571135755335a033 01fb 09 0200330929122543
0 1 1 2f18 07 06181545626a370c f1a3 09 1132101511901053
0 1 1 5b38 07 422480180b7483a1 0f80 0a 01001131120010d1
0 1 1 ebaf 07 241331c450326163 0f0e 09 0900261102102235
0 1 1 d315 07 4453215850238402 905d 09 310f740023034112
0 1 1 4833 06 5171bd4c821541ca ec71 08 384663017765a016
0 1 1 bf11 07 763567a1750c2152 487d 09 04161023014113b4
0 1 1 225c 06 188502a37529255b 0e23 09 5441611016111149
0 1 1 5a9d 06 63552130b81632c1 98fd 08 437811125526123b
0 1 1 2054 07 211a0c1304054512 f41d 0a 1812080400032313
0 1 1 4810 06 8641811a09934416 9796 07 7caf0155202686cc
0 1 1 96d8 06 334a349b894343a7 2c79 08 1ee6511071214085
0 1 1 0c49 07 23a0c52914023172 c742 09 4100011206501b70
0 1 1 80de 07 821341a463314346 9306 09 13416012b1110151
0 1 1 c7ce 07 6530621a12171631 c0c3 0a a200010013010012
0 1 1 0096 07 164313da11054331 7408 09 81312a0002022310
0 1 1 8406 07 161326119a601533 dc1c 0a 2222121221211e01
0 1 1 06a4 07 3212717a25390480 7346 09 0111112124f01110
0 1 1 6eed 07 42a4675a65221579 8452 09 10b0061314026210
0 1 1 e2c1 07 264a351141120665 62d0 08 81f9059041a11e03
0 1 1 61a7 07 3e753132521c0489 67d8 0a 3112129211231031
0 1 1 8531 06 80e9a96135415d2c 8720 0a 1112382111310200
0 1 1 6051 08 3125100501830103 60cb 09 1110060121133039
0 1 1 42f6 07 6431015211652911 4001 0a 0a02001020001201
0 1 1 8a4d 07 90a2682306211532 f43c 08 c4a707b0a1a51181
0 1 1 9495 06 59c34672b4f48e67 7b4a 09 0411132201c11220
0 1 1 8ab6 07 7a04131239821141 f490 09 22211141a1153302
0 1 1 3785 06 8fb76fb81102ba4c 7b34 09 8131102434298520
0 1 1 07df 06 6c36f79d77043629 1407 08 16910621a22d0221
0 1 1 08f3 07 320113017b553132 1898 09 4131212370031429
0 1 1 9cb4 07 4922126461941932 a242 09 8291808414004313
0 1 1 6c19 07 3aa0521330853612 205a 09 a030015157662543
0 1 1 281f 06 642a21271c5ee6e6 406a 08 c16b0193261f1134
0 1 1 c3b3 07 5490103838244724 ef22 08 b358768514451093
0 1 1 6486 07 5744153022301139 b1b4 09 30124064204501d0
0 1 1 e156 07 9374131152160677 8610 09 1002015425439010
0 1 1 3d5b 07 451512b2121b234a 1424 08 6031b86981101101
0 1 1 6140 07 6814032421111555 3283 09 6842001012012012
0 1 1 ba42 06 a5355157d4453a8c 8bb6 08 c561531272755121
0 1 1 7b6b 06 a38150446e604837 6f60 09 1912421407220821
0 1 1 3f02 07 22646321c1618222 0db9 08 3061f411f4491041
0 1 1 972a 06 66aa115af5489c94 4201 09 150b064322101003
0 1 1 6326 07 c877412471632244 7ca1 09 0f31211411312112
0 1 1 9b2f 06 296e4e3d6f68c4a4 4858 08 a2b3600a3b615105
0 1 1 78e9 07 6131337b22223336 accf 07 39d27205b5bb411e
0 1 1 44e7 07 8655118263278135 3500 09 0122042a30254410
0 1 1 3ab2 07 2682436622312050 47a4 08 5d1f035853206722
0 1 1 b3a5 07 1433a34272133442 a571 08 a9423bc701a78604
0 1 1 0e0d 07 1248344642212844 0264 0b 100020120a100101
0 1 1 12ca 07 1922342455611013 fc87 09 3191126021103b32
0 1 1 d170 06 539c00b3e94d5171 878c 08 61824135c0075422
0 1 1 4448 07 42644904147230a0 5021 09 1538013001110614
0 1 1 a42f 07 2b17524310347575 88e8 08 5427910042101701
0 1 1 8b57 07 4270206235a14934 e8b4 09 42a03022201a2611
0 1 1 2e35 06 fa2814ce5526a737 1270 09 a204111011120000
0 1 1 80c2 07 1360a26122066080 c8f5 08 3a0130b015630402
0 1 1 0176 07 557013a238a42526 9088 08 210a333023103061
0 1 1 c03f 07 2312274013251f52 1077 0a 00012320213211f1
0 1 1 8508 07 2255344422444319 8d86 08 2ab0272342318521
0 1 1 0a4f 07 526123a314602132 1256 09 012871610a4f0380
0 1 1 129e 07 0205404679431941 b922 09 2121131110101d14
