1 0000 0 000000000000 0000 0 000000000000
0 0000 0 000000000000 9334 9 547e469133a5
0 0000 0 000000000000 c07f 16 4997bcd34bc1
0 0000 0 000000000000 ecc4 1e ffc8715d07e6
1 0000 f 000000000004 0000 0 000000000000
0 0000 f 000000000004 0000 f 000000000001
1 0000 10 ffffffffffff 0000 0 000000000000
0 0000 10 ffffffffffff 0000 10 ffffffffffff
0 0000 10 ffffffffffff 0000 10 ffffffffffff
1 ff00 f f71266a634ca 0000 0 000000000000
0 ff00 f f71266a634ca 0000 f 249249249249
1 0000 f 000000000e00 0000 0 000000000000
0 0000 f 000000000e00 0000 1c 000000000e00
0 0000 f 000000000e00 0000 2 000000000200
0 0000 f 000000000e00 0000 1c 000000000e00
0 0000 f 000000000e00 0000 2 000000000200
1 cb28 14 4088181c3000 0000 0 000000000000
0 cb28 14 4088181c3000 c1b7 1b eb6935f2e9ec
0 cb28 14 4088181c3000 33b0 17 6a2f3aed47c4
0 cb28 14 4088181c3000 3728 1b 6000240c0100
1 8072 18 db055f2073e1 0000 0 000000000000
0 8072 18 db055f2073e1 f0a5 9 4cad4e3cdb0d
0 8072 18 db055f2073e1 62c0 1e 2575589a2b7c
0 8072 18 db055f2073e1 fabd 10 1b83004f5120
0 8072 18 db055f2073e1 281c 10 54f38dcfe7b4
0 8072 18 db055f2073e1 6ace e e798c5fdbf95
1 91c0 18 1a893232bbc6 0000 0 000000000000
0 91c0 18 1a893232bbc6 fed8 1e 2c9a08295238
0 91c0 18 1a893232bbc6 70dd 16 ec01a90080d8
0 91c0 18 1a893232bbc6 9185 d 002030e3c3e0
0 91c0 18 1a893232bbc6 8066 1d d715c8648389
0 91c0 18 1a893232bbc6 16b8 2 e14c1bc631ef
0 91c0 18 1a893232bbc6 f273 1c 25f9b7a4ff07
0 91c0 18 1a893232bbc6 9e4b c 45777e938930
1 1ff8 c f5af5c1c5d64 0000 0 000000000000
0 1ff8 c f5af5c1c5d64 5156 15 66f367c5b052
1 35d9 6 105771002602 0000 0 000000000000
0 35d9 6 105771002602 6aea 16 0129840009f9
0 35d9 6 105771002602 d676 12 000e00180006
0 35d9 6 105771002602 15c7 1b 078a187ff023
0 35d9 6 105771002602 4057 c 79b58c244636
0 35d9 6 105771002602 22d1 2 bb3ab84819c2
1 8767 3 5336b962a013 0000 0 000000000000
0 8767 3 5336b962a013 d828 11 800a07a18001
0 8767 3 5336b962a013 93bb f 00b8f6d35aba
1 c8e1 19 18b607805e38 0000 0 000000000000
0 c8e1 19 18b607805e38 e31f e a08dc0e04000
0 c8e1 19 18b607805e38 6bf7 b f3071198a0ab
0 c8e1 19 18b607805e38 d8c2 0 1c30c0008029
0 c8e1 19 18b607805e38 635c 6 a6ae97a8cadf
0 c8e1 19 18b607805e38 c08b a 0020c0118458
0 c8e1 19 18b607805e38 9bea e 4001c0000ab0
1 87e4 1e d8c398ca96c0 0000 0 000000000000
0 87e4 1e d8c398ca96c0 2d95 c cd7a507987aa
0 87e4 1e d8c398ca96c0 448e 2 b5d6543eb684
0 87e4 1e d8c398ca96c0 5b0e 1d 3ed9c7f5814b
0 87e4 1e d8c398ca96c0 ecfe e 080029038003
1 560d 6 3b3dd5688731 0000 0 000000000000
0 560d 6 3b3dd5688731 eafa b eb1baa4eb190
1 10e0 11 b46d4880f741 0000 0 000000000000
0 10e0 11 b46d4880f741 ade5 4 c050001c0b86
0 10e0 11 b46d4880f741 218c 1a ba0572eff070
0 10e0 11 b46d4880f741 f130 19 b42101000006
0 10e0 11 b46d4880f741 a418 13 0210002300c0
